"","State_name","City_Name","Area.Name"
"3606","Kerala","Kochi","North Kalamassery"
"3607","Kerala","Kochi","North Paravur"
"3608","Kerala","Kochi","Okkal"
"3609","Kerala","Kochi","Old Railway Station Road"
"3610","Kerala","Kochi","Pachalam"
"3611","Kerala","Kochi","Padivattom"
"3612","Kerala","Kochi","Pallimukku"
"3613","Kerala","Kochi","Palliport"
"3614","Kerala","Kochi","Palluruthy"
"3615","Kerala","Kochi","Panampilly Nagar"
"3616","Kerala","Kochi","Panangad"
"3617","Kerala","Kochi","Panayappilly"
"3618","Kerala","Kochi","Paramara Road"
"3619","Kerala","Kochi","Paravur"
"3620","Kerala","Kochi","Pattimattam"
"3621","Kerala","Kochi","Perumannoor"
"3622","Kerala","Kochi","Perumanur"
"3623","Kerala","Kochi","Perumbavoor"
"3624","Kerala","Kochi","Perumbavoor H.O"
"3625","Kerala","Kochi","Piravom"
"3626","Kerala","Kochi","Ponnurunni"
"3627","Kerala","Kochi","Poonithura"
"3628","Kerala","Kochi","Poothotta"
"3629","Kerala","Kochi","Press Club Road"
"3630","Kerala","Kochi","Providence Road"
"3631","Kerala","Kochi","PT Usha Road"
"3632","Kerala","Kochi","Pullepady"
"3633","Kerala","Kochi","Puthencruz"
"3634","Kerala","Kochi","Puthenvelikkara"
"3635","Kerala","Kochi","Rajaji Road"
"3636","Kerala","Kochi","Ravipuram"
"3637","Kerala","Kochi","Sahodaran Ayyapan Road"
"3638","Kerala","Kochi","Shanmugam Road"
"3639","Kerala","Kochi","Shanmugham Road"
"3640","Kerala","Kochi","South Kalamassery"
"3641","Kerala","Kochi","Sreemoolanagaram"
"3642","Kerala","Kochi","SRM Road"
"3643","Kerala","Kochi","St. Benedict Road"
"3644","Kerala","Kochi","TD Road"
"3645","Kerala","Kochi","Thaikkattukara"
"3646","Kerala","Kochi","Thammanam"
"3647","Kerala","Kochi","Thevara"
"3648","Kerala","Kochi","Thiruvamkulam"
"3649","Kerala","Kochi","Thoppumpady"
"3650","Kerala","Kochi","Thottakkattukara"
"3651","Kerala","Kochi","Thottumughom"
"3652","Kerala","Kochi","Thrikkakara"
"3653","Kerala","Kochi","Thrissur"
"3654","Kerala","Kochi","Tripunithura"
"3655","Kerala","Kochi","Udayamperoor"
"3656","Kerala","Kochi","Udyogamandal"
"3657","Kerala","Kochi","Vaduthala"
"3658","Kerala","Kochi","Valanjambalam"
"3659","Kerala","Kochi","Varapuzha"
"3660","Kerala","Kochi","Vazhakkala"
"3661","Kerala","Kochi","Vazhakulam"
"3662","Kerala","Kochi","Veekshanam Road"
"3663","Kerala","Kochi","Vennala"
"3664","Kerala","Kochi","Vyttila"
"3665","Kerala","Kochi","Warriam Road"
"3666","Kerala","Kochi","Willingdon Island"
"3667","Kerala","Kochi","Vallarpadam"
"3668","Kerala","Kochi","South Chellanam"
"3669","Kerala","Kochi","Thengode"
"3670","Kerala","Kochi","Vadakode Kailas"
"3671","Kerala","Kochi","Angadikadavu"
"3672","Kerala","Kochi","Chellanam"
"3673","Kerala","Kochi","Chittoor Ernakulam"
"3674","Kerala","Kochi","Edapally North"
"3675","Kerala","Kochi","Bharata Mata College"
"3676","Kerala","Kochi","Kadamakudi"
"3677","Kerala","Kochi","Kochi"
"3678","Kerala","Kochi","Kochi MG Road"
"3679","Kerala","Kochi","Kochi Naval Base"
"3680","Kerala","Kochi","Kochi University"
"3681","Kerala","Kochi","Kollode"
"3682","Kerala","Kochi","Kothad"
"3683","Kerala","Kochi","Malayinkil"
"3684","Kerala","Kochi","Palluruthy Industrial Estate"
"3685","Maharashtra","Pune","Kalyani Nagar"
"3686","Maharashtra","Pune","Kothrud"
"3687","Maharashtra","Pune","Aundh"
"3688","Maharashtra","Pune","Viman Nagar"
"3689","Maharashtra","Pune","Balewadi"
"3690","Maharashtra","Pune","Swargate"
"3691","Maharashtra","Pune","Yerawada"
"3692","Maharashtra","Pune","Katraj"
"3693","Maharashtra","Pune","Kasba Peth"
"3694","Maharashtra","Pune","Bhosari"
"3695","Maharashtra","Pune","Chinchwad"
"3696","Maharashtra","Pune","Hadapsar"
"3697","Maharashtra","Pune","Warje"
"3698","Maharashtra","Pune","Vadgaon Budruk"
"3699","Maharashtra","Pune","Shivajinagar"
"3700","Maharashtra","Pune","Lohegaon"
"3701","Maharashtra","Pune","Akurdi"
"3702","Maharashtra","Pune","Ala"
"3703","Maharashtra","Pune","Alandi Devachi"
"3704","Maharashtra","Pune","Alandi Khed"
"3705","Maharashtra","Pune","Alandi Road"
"3706","Maharashtra","Pune","Ambegaon BK"
"3707","Maharashtra","Pune","Anandnagar"
"3708","Maharashtra","Pune","Ane"
"3709","Maharashtra","Pune","Aundh Road"
"3710","Maharashtra","Pune","Balaji Nagar"
"3711","Maharashtra","Pune","Baner"
"3712","Maharashtra","Pune","Baner Road"
"3713","Maharashtra","Pune","Belha"
"3714","Maharashtra","Pune","Bhandarkar Road"
"3715","Maharashtra","Pune","Bhavani Peth"
"3716","Maharashtra","Pune","Bhawani Peth Road"
"3717","Maharashtra","Pune","Bhor"
"3718","Maharashtra","Pune","Bhosari"
"3719","Maharashtra","Pune","Bibvewadi"
"3720","Maharashtra","Pune","Bopodi"
"3721","Maharashtra","Pune","Budhwar Peth"
"3722","Maharashtra","Pune","Bund Garden Road"
"3723","Maharashtra","Pune","Camp"
"3724","Maharashtra","Pune","Chakan"
"3725","Maharashtra","Pune","Chikhali"
"3726","Maharashtra","Pune","Chinchwad East"
"3727","Maharashtra","Pune","Chinchwadgaon"
"3728","Maharashtra","Pune","Dapodi"
"3729","Maharashtra","Pune","Dattawadi"
"3730","Maharashtra","Pune","Daund"
"3731","Maharashtra","Pune","Deccan Gymkhana"
"3732","Maharashtra","Pune","Dehu Road"
"3733","Maharashtra","Pune","Dhankawadi"
"3734","Maharashtra","Pune","Dhayari"
"3735","Maharashtra","Pune","Dhole Patil Road"
"3736","Maharashtra","Pune","Erandwana"
"3737","Maharashtra","Pune","Fatima Nagar"
"3738","Maharashtra","Pune","Fergusson College Road"
"3739","Maharashtra","Pune","Ganesh Peth"
"3740","Maharashtra","Pune","Ganeshkhind"
"3741","Maharashtra","Pune","Ghorpade Peth"
"3742","Maharashtra","Pune","Ghorpuri"
"3743","Maharashtra","Pune","Gokhale Nagar"
"3744","Maharashtra","Pune","Gultekdi"
"3745","Maharashtra","Pune","Guruwar Peth"
"3746","Maharashtra","Pune","Hadapsar"
"3747","Maharashtra","Pune","Hadapsar Indl Estate"
"3748","Maharashtra","Pune","Haveli"
"3749","Maharashtra","Pune","Hingane Khurd"
"3750","Maharashtra","Pune","Hingne Khurd"
"3751","Maharashtra","Pune","Hinjewadi"
"3752","Maharashtra","Pune","Indrayani Darshan Dehu Road"
"3753","Maharashtra","Pune","Jangali Maharaj Road"
"3754","Maharashtra","Pune","Junnar"
"3755","Maharashtra","Pune","Kalewadi"
"3756","Maharashtra","Pune","Kalyani Nagar"
"3757","Maharashtra","Pune","Karve Nagar"
"3758","Maharashtra","Pune","Karve Road"
"3759","Maharashtra","Pune","Kasarwadi"
"3760","Maharashtra","Pune","Khadaki"
"3761","Maharashtra","Pune","Khadki"
"3762","Maharashtra","Pune","Kharadi"
"3763","Maharashtra","Pune","Khed"
"3764","Maharashtra","Pune","Kondhwa"
"3765","Maharashtra","Pune","Kondhwa Budruk"
"3766","Maharashtra","Pune","Kondhwa Khurd"
"3767","Maharashtra","Pune","Koregaon Park"
"3768","Maharashtra","Pune","Koregaon Park Road 1"
"3769","Maharashtra","Pune","Law College Road"
"3770","Maharashtra","Pune","Laxmi Road"
"3771","Maharashtra","Pune","Lonavala"
"3772","Maharashtra","Pune","Loni Kalbhor"
"3773","Maharashtra","Pune","Lulla Nagar"
"3774","Maharashtra","Pune","Mahatma Gandhi Road"
"3775","Maharashtra","Pune","Mangalwar Peth"
"3776","Maharashtra","Pune","Manik Baug"
"3777","Maharashtra","Pune","Market Yard"
"3778","Maharashtra","Pune","Model Colony"
"3779","Maharashtra","Pune","Mukund Nagar"
"3780","Maharashtra","Pune","Mundhawa"
"3781","Maharashtra","Pune","Nagar Road"
"3782","Maharashtra","Pune","Nana Peth"
"3783","Maharashtra","Pune","Narayan Peth"
"3784","Maharashtra","Pune","Narayangaon"
"3785","Maharashtra","Pune","Navi Peth"
"3786","Maharashtra","Pune","Nigdi"
"3787","Maharashtra","Pune","Padmavati"
"3788","Maharashtra","Pune","Parvati"
"3789","Maharashtra","Pune","Pashan"
"3790","Maharashtra","Pune","Paud Road"
"3791","Maharashtra","Pune","Phursungi"
"3792","Maharashtra","Pune","Pimpri"
"3793","Maharashtra","Pune","Pirangut"
"3794","Maharashtra","Pune","Prabhat Road"
"3795","Maharashtra","Pune","Pune Railway Station"
"3796","Maharashtra","Pune","Rasta Peth"
"3797","Maharashtra","Pune","Raviwar Peth"
"3798","Maharashtra","Pune","Sadashiv Peth"
"3799","Maharashtra","Pune","Sahakar Nagar"
"3800","Maharashtra","Pune","Salunke Vihar"
"3801","Maharashtra","Pune","Sanghavi"
"3802","Maharashtra","Pune","Sasoon Road"
"3803","Maharashtra","Pune","Satara Road"
"3804","Maharashtra","Pune","Senapati Bapat Marg"
"3805","Maharashtra","Pune","Shaniwar Peth"
"3806","Maharashtra","Pune","Shivaji Nagar"
"3807","Maharashtra","Pune","Shukrawar Peth"
"3808","Maharashtra","Pune","Sinhagad"
"3809","Maharashtra","Pune","Sinhagad Road"
"3810","Maharashtra","Pune","Somwar Peth"
"3811","Maharashtra","Pune","Talegaon Dabhade"
"3812","Maharashtra","Pune","Thergaon"
"3813","Maharashtra","Pune","Tilak Road"
"3814","Maharashtra","Pune","Uruli"
"3815","Maharashtra","Pune","Vadgaon Sheri"
"3816","Maharashtra","Pune","Vishrantwadi"
"3817","Maharashtra","Pune","Wagholi"
"3818","Maharashtra","Pune","Wakad"
"3819","Maharashtra","Pune","Wakadewadi"
"3820","Maharashtra","Pune","Wanowarie"
"3821","Maharashtra","Pune","Wanowri"
"3822","Maharashtra","Pune","Wanworie"
"3823","Maharashtra","Pune","Armament"
"3824","Maharashtra","Pune","Bhosarigaon"
"3825","Maharashtra","Pune","Dighi Camp"
"3826","Maharashtra","Pune","Ex Servicemen Colony"
"3827","Maharashtra","Pune","I.A.T. Pune"
"3828","Maharashtra","Pune","Khadakwasla"
"3829","Maharashtra","Pune","Mundhwa"
"3830","Maharashtra","Pune","Navsahyadri"
"3831","Maharashtra","Pune","Pimpri Colony"
"3832","Maharashtra","Pune","Pimpri Chinchwad"
"3833","Maharashtra","Pune","Pune City"
"3834","Maharashtra","Pune","Pune"
"3835","Maharashtra","Pune","Range Hill"
"3836","Maharashtra","Pune","Shivaji Housing Society"
"3837","Maharashtra","Pune","S.P. College"
"3838","Maharashtra","Pune","Secondary School Certificate"
"3839","Maharashtra","Pune","Wadgaon Budruk"
"3840","Maharashtra","Pune","Wanawadi"
"3841","Maharashtra","Pune","Warje Malwadi"
"3842","Chhattisgarh","Raipur","Abhanpur"
"3843","Chhattisgarh","Raipur","Arang"
"3844","Chhattisgarh","Raipur","Bagbahara"
"3845","Chhattisgarh","Raipur","Baikunth"
"3846","Chhattisgarh","Raipur","Baloda Bazar"
"3847","Chhattisgarh","Raipur","Basna"
"3848","Chhattisgarh","Raipur","Bhatapara"
"3849","Chhattisgarh","Raipur","Bhatgaon"
"3850","Chhattisgarh","Raipur","Bilaigarh"
"3851","Chhattisgarh","Raipur","Birgaon"
"3852","Chhattisgarh","Raipur","Chhura"
"3853","Chhattisgarh","Raipur","Deobhog"
"3854","Chhattisgarh","Raipur","Gariaband"
"3855","Chhattisgarh","Raipur","Kasdol"
"3856","Chhattisgarh","Raipur","Katgi"
"3857","Chhattisgarh","Raipur","Kharora"
"3858","Chhattisgarh","Raipur","Mandhar Cement Factory"
"3859","Chhattisgarh","Raipur","Mainpur"
"3860","Chhattisgarh","Raipur","Nawapara Rajim"
"3861","Chhattisgarh","Raipur","Neora"
"3862","Chhattisgarh","Raipur","Panduka"
"3863","Chhattisgarh","Raipur","Krishak Nagar"
"3864","Chhattisgarh","Raipur","Raipur Mana Camp"
"3865","Chhattisgarh","Raipur","Raipur Pandri"
"3866","Chhattisgarh","Raipur","Raipur Shankar Nagar"
"3867","Chhattisgarh","Raipur","Raipur W.R.S. Colony"
"3868","Chhattisgarh","Raipur","Sankara"
"3869","Chhattisgarh","Raipur","Rajkumar College"
"3870","Chhattisgarh","Raipur","Rajim"
"3871","Chhattisgarh","Raipur","Pallari"
"3872","Chhattisgarh","Raipur","Pithora"
"3873","Chhattisgarh","Raipur","Raipur Ganj"
"3874","Chhattisgarh","Raipur","Raipur Karchulian"
"3875","Chhattisgarh","Raipur","Sarsiwa"
"3876","Chhattisgarh","Raipur","PropertyKhazana Leading Residential Apartments & Commercial Property Portal in India"
"3877","Jharkhand","Ranchi","Bhandra"
"3878","Jharkhand","Ranchi","Chainpur"
"3879","Jharkhand","Ranchi","Govindpur"
"3880","Jharkhand","Ranchi","Ranchi"
"3881","Jharkhand","Ranchi","Ranchi Aerodrome"
"3882","Jharkhand","Ranchi","Ranchi Agriculture College"
"3883","Jharkhand","Ranchi","Ranchi Court"
"3884","Jharkhand","Ranchi","Ranchi Medical College"
"3885","Jharkhand","Ranchi","Ranchi University"
"3886","Jharkhand","Ranchi","Ranchi Veterinary College"
"3887","Jharkhand","Ranchi","Bero"
"3888","Jharkhand","Ranchi","Boreya"
"3889","Jharkhand","Ranchi","Brambe"
"3890","Jharkhand","Ranchi","Bundu"
"3891","Jharkhand","Ranchi","Chanho"
"3892","Jharkhand","Ranchi","Chotamuri"
"3893","Jharkhand","Ranchi","Dakra Colliery"
"3894","Jharkhand","Ranchi","Dhurwa"
"3895","Jharkhand","Ranchi","Harmu Housing Colony"
"3896","Jharkhand","Ranchi","Hatia"
"3897","Jharkhand","Ranchi","Railway Colony Hatia"
"3898","Jharkhand","Ranchi","Hehal"
"3899","Jharkhand","Ranchi","Hinoo"
"3900","Jharkhand","Ranchi","Karra"
"3901","Jharkhand","Ranchi","Khunti"
"3902","Jharkhand","Ranchi","Lapung"
"3903","Jharkhand","Ranchi","Mandar"
"3904","Jharkhand","Ranchi","Mccluskieganj"
"3905","Jharkhand","Ranchi","Mesra"
"3906","Jharkhand","Ranchi","Murhu"
"3907","Jharkhand","Ranchi","Namkum"
"3908","Jharkhand","Ranchi","Neori Vikas Vidyalaya"
"3909","Jharkhand","Ranchi","Ormanjhi"
"3910","Jharkhand","Ranchi","Piska Nagari"
"3911","Jharkhand","Ranchi","Ratu"
"3912","Jharkhand","Ranchi","Ray"
"3913","Jharkhand","Ranchi","Sikidiri"
"3914","Jharkhand","Ranchi","Silli"
"3915","Jharkhand","Ranchi","Tamar"
"3916","Jharkhand","Ranchi","Tatisilwai"
"3917","Jharkhand","Ranchi","Torpa"
